Year,Indicator,ISO,Country,Industry,Unit of measure,Value
2005,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,0.474
2006,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,0.44
2007,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,0.541
2008,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,0.575
2009,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,0.684
2010,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,0.725
2011,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,1.041
2012,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,0.727
2013,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,0.641
2014,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,0.591
2015,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,0.632
2016,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,1.149
2017,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,0.929
2018,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,0.937
2019,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,0.987
2020,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,1.117
2021,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,1.145
2022,Business R&D expenditure,KOR,Korea,IT and other information services,Share of total business enterprise expenditure on R&D,1.179
2005,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,0.849
2006,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,0.905
2007,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.031
2008,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.001
2009,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.071
2010,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.07
2011,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.229
2012,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.304
2013,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.308
2014,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.294
2015,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.344
2016,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.324
2017,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.44
2018,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.505
2019,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.556
2020,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.624
2021,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.65
2022,Business R&D expenditure,KOR,Korea,Non-information industries,Share of GDP,1.735
2005,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,45.514
2006,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,44.799
2007,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,49.004
2008,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,46.333
2009,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,47.747
2010,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,45.013
2011,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,46.615
2012,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,45.379
2013,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,44.144
2014,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,42.534
2015,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,45.74
2016,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,44.997
2017,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,44.526
2018,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,43.873
2019,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,44.418
2020,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,45.43
2021,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,45.367
2022,Business R&D expenditure,KOR,Korea,Non-information industries,Share of total business enterprise expenditure on R&D,45.099
2005,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,1.865
2006,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,2.02
2007,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,2.103
2008,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,2.161
2009,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,2.244
2010,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,2.378
2011,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,2.636
2012,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,2.873
2013,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,2.964
2014,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,3.043
2015,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,2.938
2016,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,2.943
2017,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,3.235
2018,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,3.43
2019,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,3.504
2020,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,3.575
2021,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,3.637
2022,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,3.848
2023,Business R&D expenditure,KOR,Korea,Total economy,Share of GDP,3.927
2005,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2006,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2007,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2008,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2009,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2010,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2011,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2012,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2013,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2014,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2015,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2016,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2017,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2018,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2019,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2020,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2021,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2022,Business R&D expenditure,KOR,Korea,Total economy,Share of total business enterprise expenditure on R&D,100
2005,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.031
2006,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.028
2007,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.041
2008,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.058
2009,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.042
2010,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.045
2011,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.049
2012,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.069
2013,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.065
2014,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.131
2015,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.175
2016,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.108
2017,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.092
2018,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.132
2019,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.153
2020,Business R&D expenditure,COL,Colombia,Total economy,Share of GDP,0.149
2007,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.076
2008,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.08
2009,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.109
2010,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.114
2011,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.106
2012,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.11
2013,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.112
2014,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.114
2015,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.118
2016,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.124
2017,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.114
2018,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.104
2019,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.102
2020,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.114
2021,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of GDP,0.104
2007,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,5.932
2008,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,6.193
2009,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,8.009
2010,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,8.31
2011,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,7.585
2012,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,7.623
2013,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,7.73
2014,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,7.872
2015,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,8.214
2016,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,8.527
2017,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,7.878
2018,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,7.248
2019,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,7.045
2020,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,7.624
2021,Business R&D expenditure,FRA,France,Low digital-intensive industries,Share of total business enterprise expenditure on R&D,7.147
2007,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.403
2008,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.399
2009,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.429
2010,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.421
2011,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.399
2012,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.41
2013,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.409
2014,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.409
2015,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.41
2016,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.414
2017,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.392
2018,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.378
2019,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.368
2020,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.353
2021,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of GDP,0.354
2007,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,31.529
2008,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,30.851
2009,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,31.394
2010,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,30.625
2011,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,28.531
2012,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,28.484
2013,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,28.364
2014,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,28.283
2015,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,28.517
2016,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,28.599
2017,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,27.175
2018,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,26.197
2019,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,25.396
2020,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,23.603
2021,Business R&D expenditure,FRA,France,Low and medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,24.361
2007,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.327
2008,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.319
2009,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.319
2010,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.307
2011,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.293
2012,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.3
2013,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.298
2014,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.295
2015,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.292
2016,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.291
2017,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.278
2018,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.273
2019,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.266
2020,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.239
2021,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of GDP,0.25
2007,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,25.596
2008,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,24.658
2009,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,23.385
2010,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,22.315
2011,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,20.946
2012,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,20.861
2013,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,20.634
2014,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,20.411
2015,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,20.303
2016,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,20.072
2017,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,19.297
2018,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,18.949
2019,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,18.351
2020,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,15.979
2021,Business R&D expenditure,FRA,France,Medium-low digital-intensive industries,Share of total business enterprise expenditure on R&D,17.215
2007,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,0.875
2008,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,0.895
2009,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,0.937
2010,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,0.954
2011,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,1
2012,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,1.029
2013,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,1.033
2014,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,1.037
2015,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,1.028
2016,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,1.034
2017,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,1.049
2018,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,1.064
2019,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,1.08
2020,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,1.141
2021,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of GDP,1.1
2007,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,68.471
2008,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,69.149
2009,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,68.606
2010,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,69.375
2011,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,71.469
2012,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,71.516
2013,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,71.636
2014,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,71.717
2015,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,71.483
2016,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,71.401
2017,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,72.825
2018,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,73.803
2019,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,74.604
2020,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,76.397
2021,Business R&D expenditure,FRA,France,High and medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,75.639
2007,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.327
2008,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.31
2009,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.362
2010,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.333
2011,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.353
2012,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.369
2013,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.378
2014,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.38
2015,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.379
2016,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.393
2017,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.402
2018,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.377
2019,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.377
2020,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.422
2021,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of GDP,0.388
2007,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,25.614
2008,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,23.974
2009,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,26.52
2010,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,24.24
2011,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,25.231
2012,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,25.656
2013,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,26.177
2014,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,26.309
2015,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,26.381
2016,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,27.106
2017,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,27.913
2018,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,26.128
2019,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,26.067
2020,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,28.222
2021,Business R&D expenditure,FRA,France,Medium-high digital-intensive industries,Share of total business enterprise expenditure on R&D,26.657
2007,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.547
2008,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.585
2009,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.575
2010,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.621
2011,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.647
2012,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.66
2013,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.656
2014,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.656
2015,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.649
2016,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.642
2017,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.647
2018,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.687
2019,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.703
2020,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.72
2021,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of GDP,0.712
2007,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,42.857
2008,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,45.175
2009,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,42.086
2010,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,45.136
2011,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,46.238
2012,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,45.86
2013,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,45.459
2014,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,45.408
2015,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,45.101
2016,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,44.295
2017,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,44.912
2018,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,47.675
2019,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,48.537
2020,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,48.175
2021,Business R&D expenditure,FRA,France,High digital-intensive industries,Share of total business enterprise expenditure on R&D,48.982
2007,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.039
2008,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.037
2009,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.037
2010,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.035
2011,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.031
2012,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.036
2013,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.041
2014,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.04
2015,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.036
2016,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.037
2017,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.044
2018,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.044
2019,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.036
2020,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.028
2021,Business R&D expenditure,FRA,France,Telecommunications,Share of GDP,0.025
